693601.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.51460   2.39380   4.66310   0.31960   1.39000  -0.03000   0.04000   1.39000   1.00000   0.00000   0.00000   1.00000 
693625.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.54880   5.32300   4.75590  -0.84010   1.42000  -0.01000   0.05000   1.42000   1.00000   0.00000   0.00000   1.00000 
693651.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.55370   5.74150   4.75100  -0.77910   1.41000  -0.03000  -0.01000   1.41000   1.00000   0.00000   0.00000   1.00000 
693677.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.54880   5.32300   4.75100  -0.77910   1.40000  -0.02000   0.08000   1.39000   1.00000   0.00000   0.00000   1.00000 
693702.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.54880   5.32300   4.72660  -0.47390   1.42000  -0.02000  -0.00000   1.42000   1.00000   0.00000   0.00000   1.00000 
693728.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.54880   5.32300   4.75590  -0.84010   1.41000   0.01000   0.04000   1.41000   1.00000   0.00000   0.00000   1.00000 
693753.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.55860   6.15990   4.74610  -0.71800   1.42000  -0.04000   0.04000   1.42000   1.00000   0.00000   0.00000   1.00000 
693779.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.53910   4.48610   4.77050  -1.02320   1.38000  -0.03000   0.05000   1.38000   1.00000   0.00000   0.00000   1.00000 
693805.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.54880   5.32300   4.72660  -0.47390   1.47000  -0.03000   0.09000   1.46000   1.00000   0.00000   0.00000   1.00000 
693830.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.55370   5.74150   4.75100  -0.77910   1.45000  -0.05000   0.06000   1.45000   1.00000   0.00000   0.00000   1.00000 
693856.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.54880   5.32300   4.73140  -0.53490   1.43000  -0.02000  -0.00000   1.43000   1.00000   0.00000   0.00000   1.00000 
693880.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.55370   5.74150   4.75100  -0.77910   1.31000  -0.10000  -0.02000   1.30000   1.00000   0.00000   0.00000   1.00000 
693906.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.53910   4.48610   4.72660  -0.47390   1.39000  -0.02000   0.01000   1.38000   1.00000   0.00000   0.00000   1.00000 
693932.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.54390   4.90460   4.75590  -0.84010   1.37000  -0.09000  -0.14000   1.36000   1.00000   0.00000   0.00000   1.00000 
693957.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.57320   7.41530   4.74120  -0.65700   1.59000  -0.06000   0.12000   1.58000   1.00000   0.00000   0.00000   1.00000 
693983.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.55370   5.74150   4.74610  -0.71800   1.42000   0.00000  -0.14000   1.41000   1.00000   0.00000   0.00000   1.00000 
694008.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.55370   5.74150   4.73630  -0.59600   1.67000  -0.03000   0.22000   1.65000   1.00000   0.00000   0.00000   1.00000 
694034.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000   1.00000   0.00000   0.00000   2.54880   5.32300   4.73140  -0.53490   1.33000  -0.09000  -0.01000   1.33000   1.00000   0.00000   0.00000   1.00000 
